Route_ID,Origin,Destination,Distance_km,Traffic_Level,Fuel_Consumption_L,Transportation_Cost,Delivery_Time_Min,On_Time_Delivery,Vehicle_Type,Weather_Condition,Road_Condition,Real_Time_Adjustment
R2856,Warehouse_A,City_Y,213.45,Low,99.66,3886.37,891.98,No,Van,Foggy,Average,Yes
R2857,Warehouse_B,City_X,208.21,High,56.05,3275.68,800.7,No,Van,Clear,Poor,No
R2858,Warehouse_A,City_Y,119.52,Medium,70.65,1210.29,703.91,Yes,EV,Clear,Average,Yes
R2859,Warehouse_A,City_X,72.5,Medium,41.86,772.35,586.93,Yes,Bike,Clear,Good,No
R2860,Warehouse_C,City_Z,102.36,Low,55.68,3163.78,146.99,Yes,Van,Clear,Average,Yes
R2861,Warehouse_C,City_X,32.39,Low,94.37,2279.81,190.59,No,Bike,Rainy,Average,Yes
R2862,Warehouse_D,City_X,103.07,High,18.31,886.34,825.67,Yes,Truck,Clear,Average,Yes
R2863,Warehouse_C,City_Z,9.55,Medium,30.65,1665.55,809.21,Yes,EV,Clear,Average,Yes
R2864,Warehouse_C,City_Y,315.49,Medium,16.9,1550.08,626.03,Yes,EV,Rainy,Good,Yes
R2865,Warehouse_B,City_Z,161.61,Medium,79.64,585.25,455.67,Yes,Truck,Snowy,Average,Yes
R2866,Warehouse_C,City_X,486.71,Medium,8.08,2757.2,55.25,Yes,Truck,Snowy,Poor,Yes
R2867,Warehouse_D,City_Z,100.89,Low,10.0,3830.06,347.36,Yes,Truck,Rainy,Poor,No
R2868,Warehouse_B,City_X,176.19,Low,31.25,2898.56,438.02,No,Van,Snowy,Average,Yes
R2869,Warehouse_D,City_Z,182.13,Medium,52.39,4140.14,501.24,Yes,Van,Clear,Good,No
R2870,Warehouse_C,City_W,9.18,Medium,41.81,681.46,931.44,No,Van,Foggy,Poor,Yes
R2871,Warehouse_D,City_W,420.41,Medium,6.39,2206.28,135.45,Yes,Van,Foggy,Average,Yes
R2872,Warehouse_B,City_Z,20.84,High,95.83,3066.6,533.3,No,Van,Clear,Average,Yes
R2873,Warehouse_A,City_Y,470.39,Low,95.38,3396.21,386.88,Yes,Bike,Clear,Good,Yes
R2874,Warehouse_D,City_X,446.58,Low,29.38,3494.14,990.4,Yes,Bike,Snowy,Average,No
R2875,Warehouse_D,City_W,270.08,High,73.69,3658.38,866.01,Yes,Van,Rainy,Good,No
R2876,Warehouse_B,City_Y,274.08,Medium,58.7,3274.58,455.62,Yes,EV,Foggy,Poor,Yes
R2877,Warehouse_B,City_X,328.62,Medium,25.27,516.43,999.7,No,EV,Clear,Average,Yes
R2878,Warehouse_D,City_W,196.59,Medium,27.69,3491.76,528.64,Yes,Bike,Rainy,Good,Yes
R2879,Warehouse_C,City_W,325.38,Medium,50.13,3637.67,192.1,Yes,Bike,Rainy,Average,No
R2880,Warehouse_D,City_Z,27.16,Low,43.09,4967.73,569.2,Yes,EV,Clear,Average,No
R2881,Warehouse_B,City_X,31.75,Medium,30.54,3482.14,249.42,Yes,EV,Rainy,Poor,Yes
R2882,Warehouse_A,City_Y,231.33,High,81.14,3449.81,647.22,Yes,EV,Foggy,Average,Yes
R2883,Warehouse_A,City_Y,277.06,Medium,49.18,2598.33,939.32,Yes,Bike,Foggy,Good,Yes
R2884,Warehouse_C,City_Y,444.47,Medium,66.18,4346.22,792.61,Yes,Bike,Rainy,Good,No
R2885,Warehouse_D,City_X,56.81,Low,20.55,4984.33,294.97,Yes,EV,Clear,Good,No
R2886,Warehouse_A,City_Y,412.21,Low,54.28,3906.27,317.95,No,Bike,Rainy,Average,No
R2887,Warehouse_D,City_Y,108.97,Low,33.16,3081.88,97.21,Yes,Van,Snowy,Average,Yes
R2888,Warehouse_B,City_Y,200.07,Low,53.59,440.83,307.29,Yes,EV,Clear,Poor,No
R2889,Warehouse_A,City_Z,161.72,High,78.52,3647.36,119.85,Yes,Truck,Clear,Average,Yes
R2890,Warehouse_C,City_Z,203.08,Medium,77.35,3557.38,514.47,Yes,EV,Clear,Good,No
R2891,Warehouse_B,City_X,79.5,Medium,36.71,3889.06,717.1,Yes,Bike,Foggy,Good,Yes
R2892,Warehouse_C,City_X,254.27,Medium,70.04,666.55,758.65,Yes,Truck,Clear,Poor,No
R2893,Warehouse_B,City_Y,401.81,Low,94.25,3285.98,87.74,No,Truck,Clear,Good,Yes
R2894,Warehouse_A,City_Z,223.56,High,63.32,1513.83,359.76,Yes,EV,Foggy,Good,Yes
R2895,Warehouse_C,City_W,247.85,Low,16.54,3813.34,309.53,Yes,Van,Foggy,Good,No
R2896,Warehouse_C,City_W,425.14,Low,68.61,1239.85,131.17,Yes,Van,Foggy,Poor,No
R2897,Warehouse_B,City_Y,354.5,Medium,12.28,3435.69,381.6,Yes,Bike,Clear,Poor,No
R2898,Warehouse_C,City_Y,247.77,High,87.47,1510.22,320.34,No,Truck,Clear,Good,No
R2899,Warehouse_B,City_Z,132.56,High,52.63,94.52,645.46,No,Van,Foggy,Good,No
R2900,Warehouse_B,City_Z,443.04,Low,39.74,3185.12,886.8,Yes,Bike,Foggy,Average,Yes
R2901,Warehouse_B,City_Z,290.63,High,7.59,610.68,471.2,Yes,Truck,Snowy,Average,Yes
R2902,Warehouse_B,City_X,114.47,Low,39.32,3313.49,754.27,Yes,Bike,Foggy,Good,No
R2903,Warehouse_A,City_X,138.21,Low,90.51,4631.77,171.63,Yes,Van,Rainy,Average,No
R2904,Warehouse_B,City_Y,402.55,High,4.06,4847.77,898.12,Yes,Bike,Snowy,Good,Yes
R2905,Warehouse_D,City_X,26.85,High,48.52,1217.82,178.02,Yes,Bike,Foggy,Good,Yes
R2906,Warehouse_C,City_Z,496.09,Medium,93.25,4055.8,216.34,Yes,Van,Foggy,Average,No
R2907,Warehouse_D,City_Z,69.52,Medium,40.69,1800.09,133.27,Yes,Van,Foggy,Poor,No
R2908,Warehouse_A,City_X,399.05,High,43.96,4507.26,330.39,Yes,Bike,Foggy,Poor,Yes
R2909,Warehouse_D,City_W,200.41,Medium,58.7,3948.07,565.84,Yes,Van,Rainy,Poor,Yes
R2910,Warehouse_C,City_Y,248.65,High,47.37,415.91,988.35,Yes,EV,Foggy,Good,No
R2911,Warehouse_D,City_W,440.92,Medium,18.52,2065.33,799.57,Yes,EV,Clear,Good,Yes
R2912,Warehouse_A,City_Y,209.39,High,3.82,1719.72,399.02,Yes,EV,Snowy,Poor,Yes
R2913,Warehouse_B,City_W,271.06,High,61.76,3936.65,588.57,Yes,Truck,Foggy,Poor,Yes
R2914,Warehouse_D,City_X,29.4,Low,92.24,2080.91,634.61,Yes,EV,Clear,Poor,Yes
R2915,Warehouse_A,City_Y,6.16,High,12.42,3438.71,828.05,Yes,EV,Rainy,Good,Yes
R2916,Warehouse_A,City_Y,126.18,Medium,22.67,3032.05,744.36,Yes,EV,Snowy,Good,Yes
R2917,Warehouse_C,City_Y,341.89,Low,38.28,4879.41,582.21,Yes,Van,Foggy,Average,Yes
R2918,Warehouse_C,City_Z,65.03,Medium,81.26,4692.04,679.11,Yes,Van,Snowy,Average,No
R2919,Warehouse_D,City_Z,61.31,Low,28.39,2167.11,753.54,Yes,Van,Foggy,Average,Yes
R2920,Warehouse_B,City_W,208.43,Medium,88.44,3631.71,159.15,Yes,Van,Rainy,Poor,Yes
R2921,Warehouse_A,City_X,325.68,High,7.39,4155.83,224.44,No,Van,Rainy,Good,Yes
R2922,Warehouse_D,City_Z,357.48,Low,94.21,4499.48,697.93,Yes,EV,Snowy,Average,Yes
R2923,Warehouse_A,City_Y,93.33,Medium,56.95,387.26,854.91,Yes,EV,Snowy,Average,Yes
R2924,Warehouse_A,City_Z,44.4,High,66.56,1545.29,426.98,Yes,Van,Snowy,Average,No
R2925,Warehouse_B,City_X,470.5,Medium,38.03,1635.14,980.49,Yes,Bike,Rainy,Average,Yes
R2926,Warehouse_B,City_Z,134.03,Low,78.64,2200.51,239.59,Yes,Van,Clear,Poor,Yes
R2927,Warehouse_D,City_Y,427.41,Medium,18.32,887.86,434.2,No,EV,Snowy,Good,No
R2928,Warehouse_B,City_W,432.43,Medium,6.79,2506.22,397.17,Yes,EV,Foggy,Good,Yes
R2929,Warehouse_B,City_Y,387.4,Medium,40.76,3332.91,932.39,Yes,Van,Rainy,Good,Yes
R2930,Warehouse_D,City_X,88.57,High,85.66,2511.95,306.82,No,Truck,Snowy,Average,No
R2931,Warehouse_B,City_W,411.79,Medium,75.98,3345.68,486.67,Yes,Bike,Rainy,Poor,No
R2932,Warehouse_C,City_Z,385.78,High,52.68,378.89,211.62,Yes,Van,Snowy,Poor,No
R2933,Warehouse_A,City_Z,300.38,Medium,58.07,4386.14,535.63,Yes,EV,Rainy,Poor,Yes
R2934,Warehouse_A,City_Z,171.92,Low,14.73,4698.39,861.68,No,Bike,Rainy,Good,No
R2935,Warehouse_A,City_W,134.94,Medium,84.39,3108.64,324.92,Yes,Truck,Snowy,Good,No
R2936,Warehouse_A,City_Y,65.34,Medium,79.12,4412.89,816.47,No,Bike,Foggy,Poor,Yes
R2937,Warehouse_D,City_W,257.33,Medium,66.33,700.66,913.97,Yes,Van,Rainy,Average,No
R2938,Warehouse_A,City_W,294.7,Low,47.69,3997.37,100.77,No,EV,Foggy,Good,Yes
R2939,Warehouse_A,City_X,182.87,Low,96.52,639.78,763.73,No,EV,Foggy,Good,Yes
R2940,Warehouse_A,City_W,240.3,Low,88.15,2069.65,277.68,Yes,EV,Rainy,Average,Yes
R2941,Warehouse_A,City_Z,184.94,Low,65.15,1652.9,200.07,Yes,Bike,Rainy,Average,Yes
R2942,Warehouse_C,City_Y,322.3,Medium,38.44,2948.68,613.09,Yes,Van,Rainy,Good,Yes
R2943,Warehouse_A,City_Y,451.12,Low,62.57,1542.5,714.43,Yes,Van,Foggy,Average,Yes
R2944,Warehouse_C,City_Y,86.14,Medium,58.39,3204.7,412.92,No,Bike,Rainy,Average,Yes
R2945,Warehouse_D,City_Z,193.8,Low,40.64,1868.57,68.0,Yes,Bike,Rainy,Average,No
R2946,Warehouse_B,City_Z,74.73,Low,32.05,4310.91,911.44,Yes,Truck,Rainy,Average,Yes
R2947,Warehouse_A,City_Z,314.35,Medium,41.89,3187.73,738.82,Yes,EV,Rainy,Average,No
R2948,Warehouse_B,City_Z,365.79,Low,58.24,1115.73,293.52,Yes,Bike,Snowy,Poor,Yes
R2949,Warehouse_B,City_Z,466.3,High,43.96,1713.84,511.96,Yes,EV,Rainy,Good,No
R2950,Warehouse_D,City_W,143.04,Low,27.83,4244.73,56.96,Yes,Truck,Foggy,Poor,Yes
R2951,Warehouse_B,City_Z,475.35,Medium,76.57,1963.07,359.1,Yes,Van,Foggy,Poor,No
R2952,Warehouse_C,City_Z,36.32,High,54.08,2702.21,536.86,No,EV,Clear,Poor,No
R2953,Warehouse_B,City_Z,303.49,Medium,8.63,3262.26,531.71,No,Bike,Snowy,Good,No
R2954,Warehouse_B,City_Z,33.28,Low,38.1,1771.66,231.94,Yes,Bike,Snowy,Good,Yes
R2955,Warehouse_B,City_Y,447.42,Medium,88.72,1505.19,783.44,Yes,Truck,Clear,Good,Yes
R2956,Warehouse_A,City_Z,267.26,Medium,76.01,2402.51,319.9,No,EV,Foggy,Poor,Yes
R2957,Warehouse_A,City_W,336.33,High,33.68,1113.66,593.0,Yes,Van,Foggy,Good,Yes
R2958,Warehouse_C,City_W,416.63,High,93.94,1456.84,293.38,Yes,Van,Rainy,Poor,Yes
R2959,Warehouse_C,City_W,79.4,Low,9.51,357.29,442.41,Yes,Bike,Clear,Average,No
R2960,Warehouse_A,City_X,24.1,High,96.2,1554.65,231.29,Yes,Truck,Foggy,Good,Yes
R2961,Warehouse_C,City_Y,440.05,Low,26.08,1637.49,644.02,Yes,Bike,Clear,Average,Yes
R2962,Warehouse_A,City_Z,160.89,Low,2.89,4811.07,442.82,Yes,Bike,Clear,Poor,No
R2963,Warehouse_D,City_X,68.84,High,44.51,2969.16,45.63,Yes,Bike,Snowy,Good,Yes
R2964,Warehouse_B,City_Z,236.89,Low,37.18,3947.54,57.32,Yes,Bike,Foggy,Good,Yes
R2965,Warehouse_B,City_X,301.16,Low,54.83,274.62,487.0,No,Truck,Foggy,Average,No
R2966,Warehouse_C,City_X,20.33,Low,80.08,577.36,207.73,Yes,Bike,Rainy,Poor,Yes
R2967,Warehouse_A,City_W,141.07,Medium,84.56,4081.96,597.49,Yes,EV,Foggy,Poor,No
R2968,Warehouse_A,City_W,21.24,Medium,41.32,3136.57,425.95,No,Bike,Snowy,Good,Yes
R2969,Warehouse_C,City_X,213.07,Medium,44.12,995.36,664.79,No,Bike,Foggy,Good,Yes
R2970,Warehouse_A,City_W,448.07,Low,16.52,2053.74,953.82,No,Van,Rainy,Good,No
R2971,Warehouse_D,City_X,491.41,Medium,6.66,2716.43,542.87,Yes,Van,Foggy,Good,No
R2972,Warehouse_B,City_Y,320.34,High,64.84,4225.87,793.76,Yes,Truck,Clear,Good,Yes
R2973,Warehouse_C,City_W,85.01,High,8.31,349.04,760.45,Yes,Truck,Snowy,Poor,No
R2974,Warehouse_C,City_W,453.4,Low,73.92,3003.78,924.14,Yes,EV,Rainy,Good,Yes
R2975,Warehouse_A,City_W,260.54,High,54.83,3599.33,237.6,Yes,Bike,Rainy,Average,Yes
R2976,Warehouse_C,City_Y,81.11,Medium,21.46,4890.56,832.51,Yes,Van,Clear,Good,No
R2977,Warehouse_D,City_X,461.25,Low,54.87,4045.44,908.35,Yes,EV,Snowy,Good,Yes
R2978,Warehouse_A,City_Z,379.95,Low,19.93,1417.33,410.98,No,EV,Foggy,Poor,No
R2979,Warehouse_A,City_W,367.19,Low,45.0,3562.42,334.4,Yes,Truck,Snowy,Poor,No
R2980,Warehouse_A,City_X,356.04,Medium,80.36,3828.23,953.47,Yes,Van,Snowy,Poor,No
R2981,Warehouse_A,City_Y,104.17,Low,47.27,3662.19,638.8,Yes,Bike,Snowy,Average,Yes
R2982,Warehouse_D,City_Z,109.45,Medium,16.57,4109.71,399.26,Yes,Truck,Snowy,Poor,No
R2983,Warehouse_A,City_W,345.71,Low,72.94,4523.46,798.07,No,EV,Snowy,Good,No
R2984,Warehouse_C,City_Y,113.76,High,20.3,537.23,325.34,Yes,EV,Snowy,Poor,Yes
R2985,Warehouse_D,City_Y,222.14,Low,74.38,568.58,201.12,Yes,Van,Clear,Average,Yes
R2986,Warehouse_B,City_Z,392.09,High,48.98,3992.18,557.65,Yes,Van,Rainy,Good,No
R2987,Warehouse_B,City_X,393.06,High,46.47,1299.24,579.23,Yes,Bike,Clear,Good,Yes
R2988,Warehouse_C,City_W,229.36,Low,85.44,339.78,830.97,Yes,Van,Foggy,Average,Yes
R2989,Warehouse_C,City_W,397.13,Medium,71.44,2036.08,473.32,Yes,Van,Rainy,Poor,Yes
R2990,Warehouse_D,City_X,420.12,Low,5.23,4108.39,820.15,Yes,Truck,Rainy,Poor,Yes
R2991,Warehouse_B,City_X,329.11,High,31.03,676.5,331.98,Yes,Truck,Foggy,Poor,Yes
R2992,Warehouse_B,City_X,118.07,Medium,87.35,3375.62,588.11,Yes,Bike,Rainy,Poor,Yes
R2993,Warehouse_B,City_Z,140.64,Low,3.8,67.9,232.22,Yes,Truck,Foggy,Average,Yes
R2994,Warehouse_B,City_Z,160.85,Low,55.43,593.2,403.88,Yes,Bike,Snowy,Average,No
R2995,Warehouse_B,City_W,62.82,Low,73.33,1786.71,861.81,Yes,Truck,Snowy,Poor,Yes
R2996,Warehouse_A,City_Z,140.21,High,62.94,463.83,239.51,Yes,EV,Rainy,Average,Yes
R2997,Warehouse_C,City_Y,108.71,Medium,76.53,4237.21,815.93,Yes,Truck,Rainy,Good,No
R2998,Warehouse_A,City_W,230.39,High,73.12,4327.15,304.39,Yes,Bike,Snowy,Poor,No
R2999,Warehouse_B,City_Z,454.68,Low,69.82,3790.07,63.46,Yes,Truck,Snowy,Good,Yes
R3000,Warehouse_D,City_X,56.72,Low,82.51,1250.27,136.64,Yes,Van,Foggy,Good,Yes
R3001,Warehouse_D,City_Y,361.53,High,65.28,2640.07,753.5,Yes,EV,Rainy,Good,Yes
R3002,Warehouse_B,City_X,345.21,Low,41.44,961.73,284.21,Yes,Truck,Rainy,Poor,Yes
R3003,Warehouse_B,City_W,52.4,High,48.25,1442.33,664.52,No,EV,Clear,Poor,No
R3004,Warehouse_D,City_X,461.67,Low,72.24,2604.23,708.22,Yes,EV,Snowy,Poor,Yes
R3005,Warehouse_A,City_Z,286.39,Low,87.88,3688.32,364.76,Yes,EV,Snowy,Average,Yes
R3006,Warehouse_A,City_Z,185.04,Medium,28.68,518.54,490.67,No,EV,Rainy,Poor,Yes
R3007,Warehouse_B,City_W,379.49,High,35.52,1518.65,421.65,Yes,Van,Clear,Good,Yes
R3008,Warehouse_A,City_X,132.4,High,93.21,4636.78,948.93,Yes,Van,Foggy,Poor,Yes
R3009,Warehouse_D,City_W,348.29,Low,58.69,2174.16,340.35,Yes,Bike,Foggy,Average,No
R3010,Warehouse_A,City_X,24.66,Low,19.54,4697.4,207.82,Yes,Bike,Snowy,Poor,No
R3011,Warehouse_B,City_Y,420.51,Medium,67.04,4957.43,384.63,Yes,Bike,Clear,Average,Yes
R3012,Warehouse_D,City_Z,226.84,Medium,99.09,2656.97,679.43,No,Bike,Clear,Good,Yes
R3013,Warehouse_A,City_W,320.16,Medium,82.7,1475.82,706.44,Yes,EV,Foggy,Good,Yes
R3014,Warehouse_C,City_Y,114.51,Low,75.08,3964.35,926.34,Yes,EV,Snowy,Good,No
R3015,Warehouse_D,City_Y,340.15,High,22.39,838.59,885.3,Yes,EV,Rainy,Good,Yes
R3016,Warehouse_D,City_W,387.26,Medium,87.86,1297.63,309.67,Yes,Van,Clear,Good,No
R3017,Warehouse_C,City_W,239.24,High,53.53,3935.16,471.51,Yes,Van,Rainy,Good,Yes
R3018,Warehouse_C,City_Y,310.77,Medium,89.15,2196.55,754.85,Yes,EV,Snowy,Average,Yes
R3019,Warehouse_D,City_X,230.88,Medium,34.32,1047.61,919.04,Yes,EV,Foggy,Good,Yes
R3020,Warehouse_C,City_Y,447.58,High,8.08,3273.07,357.05,Yes,EV,Clear,Poor,Yes
R3021,Warehouse_B,City_W,251.45,Medium,48.65,3677.17,461.11,No,EV,Rainy,Average,No
R3022,Warehouse_B,City_Y,421.7,High,28.44,669.1,902.49,Yes,Van,Clear,Average,Yes
R3023,Warehouse_B,City_X,401.67,High,72.09,1421.05,377.73,Yes,Truck,Clear,Poor,No
R3024,Warehouse_D,City_Z,208.2,Medium,95.8,1145.32,496.1,Yes,Bike,Clear,Poor,Yes
R3025,Warehouse_C,City_Z,118.89,Medium,69.72,1930.28,907.37,Yes,Bike,Snowy,Poor,Yes
R3026,Warehouse_C,City_Y,206.01,Low,88.92,3829.05,808.18,Yes,Truck,Rainy,Poor,Yes
R3027,Warehouse_A,City_X,413.98,Low,46.4,3582.86,266.13,Yes,Van,Clear,Poor,Yes
R3028,Warehouse_A,City_Z,117.68,Low,77.62,3329.49,345.05,Yes,Van,Rainy,Good,No
R3029,Warehouse_C,City_Y,264.6,Low,84.62,81.11,372.37,Yes,Truck,Snowy,Average,Yes
R3030,Warehouse_C,City_Y,404.02,Low,71.67,753.61,915.36,No,Bike,Clear,Poor,Yes
R3031,Warehouse_C,City_X,179.97,Low,51.76,1155.32,998.97,Yes,Bike,Clear,Poor,Yes
R3032,Warehouse_D,City_W,322.89,Low,63.33,1396.18,780.78,Yes,Truck,Clear,Average,Yes
R3033,Warehouse_C,City_Y,126.59,Medium,70.65,774.81,499.8,Yes,Truck,Rainy,Average,No
R3034,Warehouse_A,City_W,59.09,Low,26.8,2081.06,39.87,Yes,EV,Rainy,Good,No
R3035,Warehouse_D,City_W,398.22,Low,81.34,422.14,706.56,No,Truck,Clear,Average,Yes
R3036,Warehouse_C,City_Z,53.99,Medium,95.13,3762.61,407.68,Yes,Truck,Rainy,Poor,No
R3037,Warehouse_A,City_W,139.33,Medium,47.59,3949.22,644.0,Yes,Bike,Rainy,Average,No
R3038,Warehouse_D,City_X,428.28,Medium,70.7,2892.62,618.49,Yes,EV,Clear,Poor,Yes
R3039,Warehouse_C,City_Z,176.5,Medium,74.23,494.04,496.41,Yes,EV,Clear,Average,Yes
R3040,Warehouse_C,City_Z,486.66,High,66.9,4455.91,946.06,Yes,Bike,Foggy,Average,Yes
R3041,Warehouse_C,City_Z,489.97,Medium,55.62,4829.9,52.45,No,Bike,Foggy,Good,Yes
R3042,Warehouse_D,City_Y,137.8,Medium,88.4,1051.7,720.77,Yes,Van,Clear,Poor,Yes
R3043,Warehouse_A,City_Y,25.28,High,45.99,3537.97,427.54,Yes,EV,Snowy,Good,Yes
R3044,Warehouse_A,City_W,354.01,High,7.99,4217.6,722.38,Yes,Truck,Clear,Good,Yes
R3045,Warehouse_B,City_Z,228.24,Medium,84.77,2722.23,684.96,No,EV,Clear,Poor,No
R3046,Warehouse_C,City_Z,54.87,Medium,68.05,1650.45,39.93,Yes,Van,Clear,Average,Yes
R3047,Warehouse_B,City_X,355.22,Low,85.23,2418.87,306.78,Yes,Truck,Clear,Good,No
R3048,Warehouse_B,City_W,20.43,Medium,15.58,2585.73,213.42,Yes,Van,Clear,Average,No
R3049,Warehouse_A,City_X,435.75,High,5.01,2033.15,191.98,Yes,Bike,Clear,Average,No
R3050,Warehouse_D,City_W,73.63,Medium,93.57,4652.72,736.62,Yes,Van,Clear,Good,Yes
R3051,Warehouse_D,City_W,68.02,High,16.48,3732.22,262.36,No,Bike,Clear,Good,Yes
R3052,Warehouse_A,City_Y,91.96,Medium,81.35,1244.44,490.5,Yes,Van,Foggy,Good,Yes
R3053,Warehouse_D,City_Y,480.33,High,82.67,2948.51,269.58,Yes,Bike,Foggy,Average,No
R3054,Warehouse_B,City_X,348.12,Medium,71.45,3459.01,592.83,Yes,EV,Foggy,Poor,No
R3055,Warehouse_C,City_W,401.68,Low,14.86,743.77,728.96,Yes,Bike,Snowy,Poor,Yes
R3056,Warehouse_A,City_Z,201.83,Medium,67.41,1824.21,351.14,Yes,EV,Rainy,Good,Yes
R3057,Warehouse_C,City_Y,171.47,Low,89.13,4532.46,614.93,Yes,Bike,Snowy,Average,No
R3058,Warehouse_D,City_Z,121.07,Low,43.7,2857.51,830.11,Yes,Van,Snowy,Good,No
R3059,Warehouse_C,City_X,242.92,High,42.52,1124.14,121.4,Yes,Van,Clear,Average,No
R3060,Warehouse_D,City_Y,278.16,Low,45.4,657.78,719.35,Yes,Van,Foggy,Poor,No
R3061,Warehouse_D,City_Y,317.73,Medium,10.06,2615.22,343.45,Yes,Bike,Clear,Poor,Yes
R3062,Warehouse_B,City_W,132.27,Low,89.42,2761.04,148.97,Yes,Bike,Clear,Good,No
R3063,Warehouse_D,City_X,474.58,Low,87.18,1705.35,559.28,Yes,Van,Foggy,Good,No
R3064,Warehouse_B,City_W,89.03,High,99.8,3170.56,249.47,Yes,EV,Clear,Poor,No
R3065,Warehouse_B,City_Y,483.0,Low,59.35,389.99,826.72,No,Bike,Rainy,Average,Yes
R3066,Warehouse_B,City_X,12.35,Medium,75.62,768.44,71.61,Yes,EV,Rainy,Poor,No
R3067,Warehouse_A,City_Y,243.16,Medium,21.86,2754.06,125.69,Yes,Bike,Snowy,Average,No
R3068,Warehouse_A,City_X,170.02,Medium,67.42,355.99,535.37,Yes,Van,Foggy,Good,Yes
R3069,Warehouse_D,City_Y,227.32,High,65.67,4410.5,601.27,Yes,EV,Rainy,Poor,Yes
R3070,Warehouse_B,City_Z,287.48,Medium,90.32,753.62,737.99,Yes,Truck,Snowy,Good,No
R3071,Warehouse_A,City_Z,220.62,Medium,83.42,3385.9,281.48,Yes,Bike,Clear,Poor,No
R3072,Warehouse_B,City_W,210.35,High,93.97,1986.46,846.51,Yes,EV,Snowy,Good,Yes
R3073,Warehouse_C,City_Z,367.7,Low,87.15,2028.95,954.55,Yes,Van,Snowy,Poor,No
R3074,Warehouse_C,City_Y,344.51,Medium,87.13,3836.2,514.07,Yes,EV,Rainy,Poor,Yes
R3075,Warehouse_C,City_Y,417.47,High,8.24,2522.34,767.72,Yes,Truck,Snowy,Good,No
R3076,Warehouse_D,City_Z,128.73,Medium,84.9,3641.99,539.1,Yes,Truck,Foggy,Poor,No
R3077,Warehouse_B,City_W,306.72,High,61.53,2550.7,97.38,Yes,EV,Clear,Poor,Yes
R3078,Warehouse_C,City_Z,294.67,Medium,39.28,2984.88,346.33,Yes,Truck,Foggy,Poor,No
R3079,Warehouse_A,City_X,188.02,High,7.54,3815.54,114.86,Yes,Bike,Clear,Poor,Yes
R3080,Warehouse_C,City_X,245.6,High,68.41,3056.18,989.21,Yes,Truck,Foggy,Good,No
R3081,Warehouse_C,City_X,160.32,Low,34.16,3097.29,252.16,Yes,EV,Clear,Good,Yes
R3082,Warehouse_C,City_Z,75.21,Low,47.84,3956.64,646.82,No,EV,Foggy,Poor,Yes
R3083,Warehouse_D,City_Z,110.83,Medium,68.81,4747.98,305.81,Yes,Bike,Clear,Poor,No
R3084,Warehouse_A,City_Z,57.23,Medium,91.35,1914.74,663.65,Yes,Bike,Rainy,Good,No
R3085,Warehouse_B,City_X,343.12,Low,82.89,2906.73,234.09,Yes,EV,Snowy,Poor,Yes
R3086,Warehouse_A,City_W,332.06,Low,46.16,477.05,791.71,Yes,Van,Snowy,Average,Yes
R3087,Warehouse_B,City_Y,475.55,Low,40.0,1826.08,137.49,Yes,Bike,Snowy,Good,Yes
R3088,Warehouse_D,City_Z,366.19,High,25.5,2089.64,898.3,Yes,Van,Snowy,Poor,No
R3089,Warehouse_D,City_W,30.76,Medium,38.5,4184.42,845.21,Yes,Truck,Clear,Average,Yes
R3090,Warehouse_D,City_Y,442.7,Medium,12.88,2591.29,688.44,Yes,Truck,Foggy,Poor,Yes
R3091,Warehouse_D,City_Y,432.02,Low,97.17,3668.78,95.39,No,Bike,Foggy,Poor,No
R3092,Warehouse_B,City_Y,224.44,Low,58.24,144.09,232.31,Yes,Bike,Rainy,Poor,No
R3093,Warehouse_C,City_W,295.0,Low,14.52,2349.24,863.58,Yes,EV,Snowy,Average,Yes
R3094,Warehouse_B,City_W,488.16,Low,36.57,4511.52,148.32,Yes,Truck,Snowy,Average,No
R3095,Warehouse_A,City_X,268.49,High,55.61,1160.35,181.25,Yes,Bike,Rainy,Good,No
R3096,Warehouse_D,City_W,453.13,High,54.22,206.03,557.68,No,EV,Snowy,Poor,Yes
R3097,Warehouse_D,City_W,46.1,Low,5.48,2195.37,295.95,Yes,Van,Rainy,Poor,No
R3098,Warehouse_A,City_W,99.57,Low,95.18,3536.94,245.41,Yes,EV,Snowy,Average,No
R3099,Warehouse_B,City_Y,223.17,Low,28.99,2299.59,588.54,Yes,Truck,Foggy,Poor,Yes
R3100,Warehouse_C,City_Z,294.45,Medium,3.59,2326.89,391.4,Yes,EV,Rainy,Poor,Yes
R3101,Warehouse_C,City_X,409.03,Low,9.49,3365.53,166.34,Yes,EV,Foggy,Poor,No
R3102,Warehouse_A,City_Z,494.19,Low,58.86,1309.22,548.81,Yes,Bike,Snowy,Average,Yes
R3103,Warehouse_C,City_Z,197.48,Low,15.5,3771.85,405.4,Yes,EV,Foggy,Poor,Yes
R3104,Warehouse_B,City_W,28.47,Medium,6.09,807.91,742.48,No,Truck,Foggy,Poor,Yes
R3105,Warehouse_B,City_X,401.58,Medium,39.2,2008.97,129.67,Yes,EV,Clear,Good,Yes
R3106,Warehouse_A,City_Z,304.17,Medium,63.03,3297.24,631.99,Yes,EV,Snowy,Poor,Yes
R3107,Warehouse_B,City_Z,103.28,Low,12.96,4150.43,453.4,Yes,Truck,Clear,Average,Yes
R3108,Warehouse_D,City_X,249.94,High,32.71,3968.08,423.88,No,Van,Rainy,Average,Yes
